"AUXLR284.Code.or.Value","AUXLR284.Value.Description","AUXLR284.Count","AUXLR284.Cumulative","AUXLR284.Skip.to.Item"
"-32 to 49","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
