"AUDTYR48.Code.or.Value","AUDTYR48.Value.Description","AUDTYR48.Count","AUDTYR48.Cumulative","AUDTYR48.Skip.to.Item"
"0 to 3","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
