"DIQ275.Code.or.Value","DIQ275.Value.Description","DIQ275.Count","DIQ275.Cumulative","DIQ275.Skip.to.Item"
"1","Yes",641,641,""
"2","No",156,797,"DIQ295"
"7","Refused",0,797,"DIQ295"
"9","Don't know",56,853,"DIQ295"
".","Missing",8722,9575,""
