"AUXRR183.Code.or.Value","AUXRR183.Value.Description","AUXRR183.Count","AUXRR183.Cumulative","AUXRR183.Skip.to.Item"
"-21 to 46","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
