"FSD421.Code.or.Value","FSD421.Value.Description","FSD421.Count","FSD421.Cumulative","FSD421.Skip.to.Item"
"1","Often",106,106,NA
"2","Sometimes",445,551,NA
"3","Never",2288,2839,NA
"7","Refused",4,2843,NA
"9","Don't know",14,2857,NA
".","Missing",7292,10149,NA
