"OHQ011.Code.or.Value","OHQ011.Value.Description","OHQ011.Count","OHQ011.Cumulative","OHQ011.Skip.to.Item"
"11","Excellent",838,838,NA
"12","Very good",926,1764,NA
"13","Good",1764,3528,NA
"14","Fair",1217,4745,NA
"15","Poor",778,5523,NA
"77","Refused",3,5526,NA
"99","Don't know",37,5563,NA
".","Missing",0,5563,NA
