"SXQ270.Code.or.Value","SXQ270.Value.Description","SXQ270.Count","SXQ270.Cumulative","SXQ270.Skip.to.Item"
"1","Yes",12,12,NA
"2","No",2401,2413,NA
"7","Refused",2,2415,NA
"9","Don't know",3,2418,NA
".","Missing",420,2838,NA
