"AUXLR265.Code.or.Value","AUXLR265.Value.Description","AUXLR265.Count","AUXLR265.Cumulative","AUXLR265.Skip.to.Item"
"-34 to 81","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
