"RHQ566.Code.or.Value","RHQ566.Value.Description","RHQ566.Count","RHQ566.Cumulative","RHQ566.Skip.to.Item"
"1","Yes",11,11,NA
"2","No",85,96,NA
"7","Refused",0,96,NA
"9","Don't know",0,96,NA
".","Missing",3468,3564,NA
