"SXQ550.Code.or.Value","SXQ550.Value.Description","SXQ550.Count","SXQ550.Cumulative","SXQ550.Skip.to.Item"
"0 to 100","Range of Values",77,77,NA
"77777","Refused",2,79,NA
"99999","Don't know",0,79,NA
".","Missing",3206,3285,NA
