"OHQ875.Code.or.Value","OHQ875.Value.Description","OHQ875.Count","OHQ875.Cumulative","OHQ875.Skip.to.Item"
"0 to 7","Range of Values",4553,4553,NA
"77","Refused",2,4555,NA
"99","Don't know",9,4564,NA
".","Missing",4800,9364,NA
