"CIQD058.Code.or.Value","CIQD058.Value.Description","CIQD058.Count","CIQD058.Cumulative","CIQD058.Skip.to.Item"
"1 to 52","Range of Values",7,7,NA
"7777","Refuse",0,7,NA
"9999","Don't know",0,7,NA
".","Missing",921,928,NA
