"AUDTYR21.Code.or.Value","AUDTYR21.Value.Description","AUDTYR21.Count","AUDTYR21.Cumulative","AUDTYR21.Skip.to.Item"
"0 to 1.72","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
