"KIQ010.Code.or.Value","KIQ010.Value.Description","KIQ010.Count","KIQ010.Cumulative","KIQ010.Skip.to.Item"
"1","drops,",815,815,NA
"2","small splashes, or",278,1093,NA
"3","more?",147,1240,NA
"7","Refused",0,1240,NA
"9","Don't know",3,1243,NA
".","Missing",4317,5560,NA
