"AUXLR170.Code.or.Value","AUXLR170.Value.Description","AUXLR170.Count","AUXLR170.Cumulative","AUXLR170.Skip.to.Item"
"-19 to 56","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
