"DUQ213.Code.or.Value","DUQ213.Value.Description","DUQ213.Count","DUQ213.Cumulative","DUQ213.Skip.to.Item"
"6 to 50","Range of Values",870,870,NA
"777","Refused",0,870,NA
"999","Don't know",0,870,NA
".","Missing",3973,4843,NA
