"AUXRR135.Code.or.Value","AUXRR135.Value.Description","AUXRR135.Count","AUXRR135.Cumulative","AUXRR135.Skip.to.Item"
"-38 to 46","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
