"PFQ054.Code.or.Value","PFQ054.Value.Description","PFQ054.Count","PFQ054.Cumulative","PFQ054.Skip.to.Item"
"1","Yes",696,696,NA
"2","No",5022,5718,NA
"7","Refused",0,5718,NA
"9","Don't know",1,5719,NA
".","Missing",3272,8991,NA
