"AUDTYR33.Code.or.Value","AUDTYR33.Value.Description","AUDTYR33.Count","AUDTYR33.Cumulative","AUDTYR33.Skip.to.Item"
"0 to 2.22","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
