"AUXLR147.Code.or.Value","AUXLR147.Value.Description","AUXLR147.Count","AUXLR147.Cumulative","AUXLR147.Skip.to.Item"
"-35 to 123","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
