"AUXRR165.Code.or.Value","AUXRR165.Value.Description","AUXRR165.Count","AUXRR165.Cumulative","AUXRR165.Skip.to.Item"
"-4 to 62","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
