"AUXRR271.Code.or.Value","AUXRR271.Value.Description","AUXRR271.Count","AUXRR271.Cumulative","AUXRR271.Skip.to.Item"
"-9 to 60","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
