"RFXC082.Code.or.Value","RFXC082.Value.Description","RFXC082.Count","RFXC082.Cumulative","RFXC082.Skip.to.Item"
"-6.503 to 4.263","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
