"URDP07LC.Code.or.Value","URDP07LC.Value.Description","URDP07LC.Count","URDP07LC.Cumulative","URDP07LC.Skip.to.Item"
"0","At or above the detection limit",2710,2710,NA
"1","Below lower detection limit",34,2744,NA
".","Missing",75,2819,NA
