"DBQ010.Code.or.Value","DBQ010.Value.Description","DBQ010.Count","DBQ010.Cumulative","DBQ010.Skip.to.Item"
"1","Yes",1078,1078,""
"2","No",654,1732,"DBD040"
"7","Refused",0,1732,"DBD040"
"9","Don't know",6,1738,"DBD040"
".","Missing",8227,9965,""
