"AUQ146.Code.or.Value","AUQ146.Value.Description","AUQ146.Count","AUQ146.Cumulative","AUQ146.Skip.to.Item"
"1","Yes",63,63,""
"2","No",4612,4675,"AUQ154"
"7","Refused",0,4675,"AUQ154"
"9","Don't know",0,4675,"AUQ154"
".","Missing",4689,9364,""
