"AUXRR232.Code.or.Value","AUXRR232.Value.Description","AUXRR232.Count","AUXRR232.Cumulative","AUXRR232.Skip.to.Item"
"-57 to 70","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
