"AUXRR145.Code.or.Value","AUXRR145.Value.Description","AUXRR145.Count","AUXRR145.Cumulative","AUXRR145.Skip.to.Item"
"-6 to 50","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
