"AUXRR101.Code.or.Value","AUXRR101.Value.Description","AUXRR101.Count","AUXRR101.Cumulative","AUXRR101.Skip.to.Item"
"-41 to 67","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
