"CIQD022.Code.or.Value","CIQD022.Value.Description","CIQD022.Count","CIQD022.Cumulative","CIQD022.Skip.to.Item"
"1","Yes",16,16,NA
"2","No",18,34,NA
"7","Refuse",0,34,NA
"9","Don't know",0,34,NA
".","Missing",744,778,NA
