"AUXRR240.Code.or.Value","AUXRR240.Value.Description","AUXRR240.Count","AUXRR240.Cumulative","AUXRR240.Skip.to.Item"
"-32 to 96","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
