"AUXRR171.Code.or.Value","AUXRR171.Value.Description","AUXRR171.Count","AUXRR171.Cumulative","AUXRR171.Skip.to.Item"
"-29 to 59","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
