"AUXRR106.Code.or.Value","AUXRR106.Value.Description","AUXRR106.Count","AUXRR106.Cumulative","AUXRR106.Skip.to.Item"
"-45 to 55","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
