"AUXLR146.Code.or.Value","AUXLR146.Value.Description","AUXLR146.Count","AUXLR146.Cumulative","AUXLR146.Skip.to.Item"
"-22 to 61","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
