"CIQD036.Code.or.Value","CIQD036.Value.Description","CIQD036.Count","CIQD036.Cumulative","CIQD036.Skip.to.Item"
"1","Yes",51,51,NA
"2","No",60,111,NA
"7","Refuse",0,111,NA
"9","Don't know",0,111,NA
".","Missing",817,928,NA
