"AUXLR162.Code.or.Value","AUXLR162.Value.Description","AUXLR162.Count","AUXLR162.Cumulative","AUXLR162.Skip.to.Item"
"-34 to 75","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
