"SMQ710.Code.or.Value","SMQ710.Value.Description","SMQ710.Count","SMQ710.Cumulative","SMQ710.Skip.to.Item"
"1 to 5","Range of Values",1212,1212,NA
"7","Refused",1,1213,NA
"9","Don't know",0,1213,NA
".","Missing",5777,6990,NA
