"DBD905.Code.or.Value","DBD905.Value.Description","DBD905.Count","DBD905.Cumulative","DBD905.Skip.to.Item"
"1 to 180","Range of Values",2855,2855,NA
"0","Never",6711,9566,NA
"7777","Refused",1,9567,NA
"9999","Don't know",14,9581,NA
".","Missing",568,10149,NA
