"SMQ720.Code.or.Value","SMQ720.Value.Description","SMQ720.Count","SMQ720.Cumulative","SMQ720.Skip.to.Item"
"1 to 50","Range of Values",1118,1118,NA
"95","95 or more",0,1118,NA
"777","Refused",0,1118,NA
"999","Don't know",1,1119,NA
".","Missing",5860,6979,NA
