"AUXLR152.Code.or.Value","AUXLR152.Value.Description","AUXLR152.Count","AUXLR152.Cumulative","AUXLR152.Skip.to.Item"
"-27 to 58","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
