"RFXC041.Code.or.Value","RFXC041.Value.Description","RFXC041.Count","RFXC041.Cumulative","RFXC041.Skip.to.Item"
"-7.241 to 5.278","Range of Values",33703,33703,NA
".","Missing",18,33721,NA
