"WBXA004.Code.or.Value","WBXA004.Value.Description","WBXA004.Count","WBXA004.Cumulative","WBXA004.Skip.to.Item"
"-5.3039 to 0.9569","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
