"TYXP009.Code.or.Value","TYXP009.Value.Description","TYXP009.Count","TYXP009.Cumulative","TYXP009.Skip.to.Item"
"102 to 199","Range of Values",5584,5584,NA
".","Missing",1,5585,NA
