"AUDTYL10.Code.or.Value","AUDTYL10.Value.Description","AUDTYL10.Count","AUDTYL10.Cumulative","AUDTYL10.Skip.to.Item"
"0 to 2.25","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
