"TYXP153.Code.or.Value","TYXP153.Value.Description","TYXP153.Count","TYXP153.Cumulative","TYXP153.Skip.to.Item"
"-295 to 16","Range of Values",5782,5782,NA
".","Missing",2687,8469,NA
