"FSD675.Code.or.Value","FSD675.Value.Description","FSD675.Count","FSD675.Cumulative","FSD675.Skip.to.Item"
"1","Yes",837,837,NA
"2","No",33,870,NA
"7","Refused",0,870,NA
"9","Don't know",3,873,NA
".","Missing",8381,9254,NA
