"AUXRR257.Code.or.Value","AUXRR257.Value.Description","AUXRR257.Count","AUXRR257.Cumulative","AUXRR257.Skip.to.Item"
"-15 to 102","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
