"AUXRR245.Code.or.Value","AUXRR245.Value.Description","AUXRR245.Count","AUXRR245.Cumulative","AUXRR245.Skip.to.Item"
"-23 to 53","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
