"AUDTYL80.Code.or.Value","AUDTYL80.Value.Description","AUDTYL80.Count","AUDTYL80.Cumulative","AUDTYL80.Skip.to.Item"
"0 to 0.56","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
