"RFXT094.Code.or.Value","RFXT094.Value.Description","RFXT094.Count","RFXT094.Cumulative","RFXT094.Skip.to.Item"
"814 to 822","Range of Values",33693,33693,NA
".","Missing",28,33721,NA
