"TYXP036.Code.or.Value","TYXP036.Value.Description","TYXP036.Count","TYXP036.Cumulative","TYXP036.Skip.to.Item"
"-15 to 182","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
