"LBD099LC.Code.or.Value","LBD099LC.Value.Description","LBD099LC.Count","LBD099LC.Cumulative","LBD099LC.Skip.to.Item"
"0","detectable result",1020,1020,NA
"1","below detectable limit",1261,2281,NA
".","Missing",266,2547,NA
