"AUXLR261.Code.or.Value","AUXLR261.Value.Description","AUXLR261.Count","AUXLR261.Cumulative","AUXLR261.Skip.to.Item"
"-13 to 42","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
