"SMD075.Code.or.Value","SMD075.Value.Description","SMD075.Count","SMD075.Cumulative","SMD075.Skip.to.Item"
"1 to 71","Range of Values",809,809,NA
"777","Refused",0,809,NA
"999","Don't know",14,823,NA
".","Missing",4057,4880,NA
