"AUXLR153.Code.or.Value","AUXLR153.Value.Description","AUXLR153.Count","AUXLR153.Cumulative","AUXLR153.Skip.to.Item"
"-26 to 113","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
