"AUXLR138.Code.or.Value","AUXLR138.Value.Description","AUXLR138.Count","AUXLR138.Cumulative","AUXLR138.Skip.to.Item"
"-18 to 71","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
