"AUXRR168.Code.or.Value","AUXRR168.Value.Description","AUXRR168.Count","AUXRR168.Cumulative","AUXRR168.Skip.to.Item"
"-26 to 128","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
