"AUDTYR78.Code.or.Value","AUDTYR78.Value.Description","AUDTYR78.Count","AUDTYR78.Cumulative","AUDTYR78.Skip.to.Item"
"0 to 0.56","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
