"CIQP63.Code.or.Value","CIQP63.Value.Description","CIQP63.Count","CIQP63.Cumulative","CIQP63.Skip.to.Item"
"0 to 300","Range of Values",30,30,NA
"777","Refused",0,30,NA
"999","Don't know",0,30,NA
".","Missing",748,778,NA
