"SMD630.Code.or.Value","SMD630.Value.Description","SMD630.Count","SMD630.Cumulative","SMD630.Skip.to.Item"
"9 to 17","Range of Values",60,60,""
"6","6 years or less",2,62,""
"77","Refused",0,62,"SMAQUEX2"
"99","Don't know",0,62,"SMAQUEX2"
".","Missing",6939,7001,""
