"AUXRR133.Code.or.Value","AUXRR133.Value.Description","AUXRR133.Count","AUXRR133.Cumulative","AUXRR133.Skip.to.Item"
"-66 to 70","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
