"AUDTYR68.Code.or.Value","AUDTYR68.Value.Description","AUDTYR68.Count","AUDTYR68.Cumulative","AUDTYR68.Skip.to.Item"
"0 to 1.47","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
