"RFXC153.Code.or.Value","RFXC153.Value.Description","RFXC153.Count","RFXC153.Cumulative","RFXC153.Skip.to.Item"
"-6.369 to 7.504","Range of Values",51052,51052,NA
".","Missing",24,51076,NA
