"SMD235.Code.or.Value","SMD235.Value.Description","SMD235.Count","SMD235.Cumulative","SMD235.Skip.to.Item"
"1 to 60","Range of Values",17,17,NA
"777","Refused",0,17,NA
"999","Don't know",3,20,NA
".","Missing",4860,4880,NA
